1,0,8,712,
140,0,8,621,
140,0,8,800,
430,0,8,520,
430,0,8,810,
430,0,8,850,
430,0,8,890,
430,0,8,560,
430,0,8,601,
649,0,8,511,
649,0,8,751,
650,0,8,670,
650,0,8,820,
651,0,8,590,
651,0,8,901,
1020,0,4,590,
1020,0,4,711,
1020,0,4,820,
1139,0,8,650,
1140,0,8,769,
1189,0,4,600,
1191,0,4,820,
1240,0,4,871,
1240,0,4,550,
1310,0,8,621,
1311,0,8,790,
1631,0,9,119,
1631,0,9,1211,
1670,0,8,870,
1671,0,8,551,
1890,0,9,461,
1891,0,9,400,
1900,0,9,1040,
1900,0,9,980,
2030,0,9,710,
2060,0,4,830,
2060,0,4,601,
2420,0,5,710,
2429,0,5,710,
2439,0,5,710,
2600,0,5,710,
2640,0,9,871,
2640,0,9,561,
2660,0,8,621,
2660,0,8,810,
2839,0,5,871,
2840,0,5,551,
2889,0,5,760,
2890,0,5,659,
3150,0,0,600,
3150,0,0,690,
3150,0,0,781,
3151,0,0,871,
3151,0,0,511,
3300,0,0,691,
3350,0,4,860,
3350,0,4,581,
3390,0,9,920,
3391,0,9,520,
3460,0,8,721,
3550,0,0,570,
3551,0,0,830,
3611,0,5,721,
3650,0,8,519,
3652,0,8,931,
3740,0,4,831,
3740,0,4,621,
